timestamp,activity_index,behavior_quality,quality_good_pct,quality_fair_pct,quality_poor_pct,activity_grade
2026-09-08 22:50:00+09:00,97.5,FAIR,46.0,38.7,15.3,NORMAL
2026-09-08 22:55:00+09:00,85.7,GOOD,84.9,9.2,5.9,NORMAL
2026-09-08 23:00:00+09:00,90.2,GOOD,82.9,12.6,4.5,NORMAL
2026-09-08 23:05:00+09:00,97.1,FAIR,46.9,40.5,12.6,NORMAL
2026-09-08 23:10:00+09:00,85.0,FAIR,59.5,34.3,6.2,NORMAL
2026-09-08 23:15:00+09:00,90.0,GOOD,89.2,7.6,3.2,NORMAL
2026-09-08 23:20:00+09:00,103.6,GOOD,76.7,14.1,9.2,NORMAL
2026-09-08 23:25:00+09:00,91.7,GOOD,82.3,10.6,7.1,NORMAL
2026-09-08 23:30:00+09:00,82.2,FAIR,49.1,38.8,12.1,NORMAL
2026-09-08 23:35:00+09:00,87.0,FAIR,45.8,25.4,28.8,NORMAL
2026-09-08 23:40:00+09:00,73.4,GOOD,87.0,9.4,3.6,LOW
2026-09-08 23:45:00+09:00,89.4,FAIR,56.3,41.3,2.4,NORMAL
2026-09-08 23:50:00+09:00,87.1,FAIR,54.3,33.2,12.5,NORMAL
2026-09-08 23:55:00+09:00,95.3,GOOD,82.4,8.3,9.3,NORMAL
2026-09-09 00:00:00+09:00,75.5,GOOD,88.1,9.3,2.6,LOW
2026-09-09 00:05:00+09:00,85.0,GOOD,85.7,12.1,2.2,NORMAL
2026-09-09 00:10:00+09:00,83.5,GOOD,77.0,14.1,8.9,NORMAL
2026-09-09 00:15:00+09:00,74.6,GOOD,81.6,15.3,3.1,LOW
2026-09-09 00:20:00+09:00,66.0,GOOD,87.4,10.2,2.4,LOW
2026-09-09 00:25:00+09:00,69.8,GOOD,78.3,7.3,14.4,LOW
2026-09-09 00:30:00+09:00,69.2,GOOD,86.4,10.8,2.8,LOW
2026-09-09 00:35:00+09:00,84.7,GOOD,73.1,10.0,16.9,NORMAL
2026-09-09 00:40:00+09:00,75.2,FAIR,57.1,33.4,9.5,LOW
2026-09-09 00:45:00+09:00,74.7,POOR,19.6,21.2,59.2,LOW
2026-09-09 00:50:00+09:00,81.1,GOOD,74.5,19.8,5.7,NORMAL
2026-09-09 00:55:00+09:00,82.0,GOOD,72.1,12.0,15.9,NORMAL
2026-09-09 01:00:00+09:00,67.8,FAIR,48.9,38.5,12.6,LOW
2026-09-09 01:05:00+09:00,65.7,GOOD,77.6,7.5,14.9,LOW
2026-09-09 01:10:00+09:00,74.6,GOOD,75.3,17.5,7.2,LOW
2026-09-09 01:15:00+09:00,68.3,GOOD,74.2,21.8,4.0,LOW
2026-09-09 01:20:00+09:00,75.5,GOOD,80.9,13.8,5.3,LOW
2026-09-09 01:25:00+09:00,63.9,FAIR,47.8,38.9,13.3,LOW
2026-09-09 01:30:00+09:00,74.2,POOR,24.0,31.1,44.9,LOW
2026-09-09 01:35:00+09:00,69.6,GOOD,88.6,7.9,3.5,LOW
2026-09-09 01:40:00+09:00,68.1,GOOD,74.0,15.0,11.0,LOW
2026-09-09 01:45:00+09:00,77.0,GOOD,87.3,8.2,4.5,LOW
2026-09-09 01:50:00+09:00,70.5,GOOD,81.4,8.0,10.6,LOW
2026-09-09 01:55:00+09:00,65.2,POOR,38.2,25.7,36.1,LOW
2026-09-09 02:00:00+09:00,74.5,GOOD,90.6,7.1,2.3,LOW
2026-09-09 02:05:00+09:00,57.6,GOOD,73.1,13.6,13.3,LOW
2026-09-09 02:10:00+09:00,72.4,FAIR,56.3,31.5,12.2,LOW
2026-09-09 02:15:00+09:00,72.5,GOOD,84.0,13.5,2.5,LOW
2026-09-09 02:20:00+09:00,62.9,GOOD,72.9,8.2,18.9,LOW
2026-09-09 02:25:00+09:00,65.4,GOOD,74.4,14.6,11.0,LOW
2026-09-09 02:30:00+09:00,55.0,FAIR,48.5,27.6,23.9,LOW
2026-09-09 02:35:00+09:00,70.7,GOOD,90.9,7.1,2.0,LOW
2026-09-09 02:40:00+09:00,71.8,GOOD,72.2,19.7,8.1,LOW
2026-09-09 02:45:00+09:00,63.8,GOOD,89.8,8.2,2.0,LOW
2026-09-09 02:50:00+09:00,58.4,FAIR,56.8,28.0,15.2,LOW
2026-09-09 02:55:00+09:00,67.2,GOOD,82.7,7.9,9.4,LOW
2026-09-09 03:00:00+09:00,62.8,GOOD,86.1,10.4,3.5,LOW
2026-09-09 03:05:00+09:00,74.1,GOOD,89.8,7.1,3.1,LOW
2026-09-09 03:10:00+09:00,66.9,FAIR,55.8,39.6,4.6,LOW
2026-09-09 03:15:00+09:00,65.9,GOOD,77.6,18.6,3.8,LOW
2026-09-09 03:20:00+09:00,70.3,GOOD,79.2,18.3,2.5,LOW
2026-09-09 03:25:00+09:00,58.6,GOOD,88.5,7.7,3.8,LOW
2026-09-09 03:30:00+09:00,70.3,FAIR,50.5,38.0,11.5,LOW
2026-09-09 03:35:00+09:00,66.2,GOOD,76.2,18.0,5.8,LOW
2026-09-09 03:40:00+09:00,64.3,GOOD,75.9,18.2,5.9,LOW
2026-09-09 03:45:00+09:00,58.3,GOOD,75.8,7.9,16.3,LOW
2026-09-09 03:50:00+09:00,67.8,FAIR,60.8,34.5,4.7,LOW
2026-09-09 03:55:00+09:00,69.3,GOOD,85.2,9.1,5.7,LOW
2026-09-09 04:00:00+09:00,66.2,GOOD,82.0,13.2,4.8,LOW
2026-09-09 04:05:00+09:00,84.7,GOOD,90.0,7.1,2.9,NORMAL
2026-09-09 04:10:00+09:00,61.5,GOOD,81.5,10.0,8.5,LOW
2026-09-09 04:15:00+09:00,58.6,GOOD,82.8,14.3,2.9,LOW
2026-09-09 04:20:00+09:00,59.3,GOOD,82.4,12.8,4.8,LOW
2026-09-09 04:25:00+09:00,61.3,GOOD,74.7,10.2,15.1,LOW
2026-09-09 04:30:00+09:00,60.1,GOOD,80.4,11.9,7.7,LOW
2026-09-09 04:35:00+09:00,60.6,GOOD,88.6,8.1,3.3,LOW
2026-09-09 04:40:00+09:00,63.5,GOOD,85.2,7.3,7.5,LOW
2026-09-09 04:45:00+09:00,75.1,GOOD,83.8,11.2,5.0,LOW
2026-09-09 04:50:00+09:00,71.1,GOOD,88.5,8.3,3.2,LOW
2026-09-09 04:55:00+09:00,68.9,GOOD,73.5,8.9,17.6,LOW
2026-09-09 05:00:00+09:00,76.0,GOOD,72.7,10.7,16.6,LOW
2026-09-09 05:05:00+09:00,70.8,GOOD,89.6,7.1,3.3,LOW
2026-09-09 05:10:00+09:00,73.1,GOOD,87.5,9.1,3.4,LOW
2026-09-09 05:15:00+09:00,61.2,GOOD,77.6,13.8,8.6,LOW
2026-09-09 05:20:00+09:00,66.9,POOR,24.3,34.2,41.5,LOW
2026-09-09 05:25:00+09:00,67.3,FAIR,54.3,30.0,15.7,LOW
2026-09-09 05:30:00+09:00,66.2,FAIR,59.7,28.7,11.6,LOW
2026-09-09 05:35:00+09:00,89.7,FAIR,45.7,27.4,26.9,NORMAL
2026-09-09 05:40:00+09:00,81.3,FAIR,57.5,36.7,5.8,NORMAL
2026-09-09 05:45:00+09:00,84.2,GOOD,79.8,8.6,11.6,NORMAL
2026-09-09 05:50:00+09:00,94.3,GOOD,90.1,7.0,2.9,NORMAL
2026-09-09 05:55:00+09:00,77.7,GOOD,72.9,13.2,13.9,LOW
2026-09-09 06:00:00+09:00,75.6,FAIR,46.5,37.9,15.6,LOW
2026-09-09 06:05:00+09:00,67.5,FAIR,57.0,34.5,8.5,LOW
2026-09-09 06:10:00+09:00,84.0,GOOD,84.9,7.8,7.3,NORMAL
2026-09-09 06:15:00+09:00,77.5,GOOD,72.5,9.4,18.1,LOW
2026-09-09 06:20:00+09:00,78.6,GOOD,85.5,9.9,4.6,NORMAL
2026-09-09 06:25:00+09:00,82.0,GOOD,82.4,8.9,8.7,NORMAL
2026-09-09 06:30:00+09:00,85.8,GOOD,87.7,9.4,2.9,NORMAL
2026-09-09 06:35:00+09:00,76.9,GOOD,74.0,12.9,13.1,LOW
2026-09-09 06:40:00+09:00,88.9,GOOD,77.0,12.4,10.6,NORMAL
2026-09-09 06:45:00+09:00,84.0,GOOD,77.2,15.4,7.4,NORMAL
2026-09-09 06:50:00+09:00,95.0,GOOD,86.6,10.4,3.0,NORMAL
2026-09-09 06:55:00+09:00,88.5,GOOD,86.7,9.4,3.9,NORMAL
2026-09-09 07:00:00+09:00,98.6,POOR,23.1,25.2,51.7,NORMAL
2026-09-09 07:05:00+09:00,79.9,GOOD,77.7,16.9,5.4,NORMAL
2026-09-09 07:10:00+09:00,91.2,FAIR,58.9,38.0,3.1,NORMAL
2026-09-09 07:15:00+09:00,86.0,GOOD,75.1,18.5,6.4,NORMAL
2026-09-09 07:20:00+09:00,83.9,GOOD,75.4,18.4,6.2,NORMAL
2026-09-09 07:25:00+09:00,86.4,GOOD,76.1,10.5,13.4,NORMAL
2026-09-09 07:30:00+09:00,107.1,POOR,24.6,32.3,43.1,NORMAL
2026-09-09 07:35:00+09:00,108.2,FAIR,49.0,25.0,26.0,NORMAL
2026-09-09 07:40:00+09:00,98.5,GOOD,77.7,16.3,6.0,NORMAL
2026-09-09 07:45:00+09:00,100.2,POOR,27.9,23.4,48.7,NORMAL
2026-09-09 07:50:00+09:00,98.8,FAIR,47.5,41.0,11.5,NORMAL
2026-09-09 07:55:00+09:00,104.0,GOOD,90.3,7.4,2.3,NORMAL
2026-09-09 08:00:00+09:00,97.1,POOR,27.9,37.1,35.0,NORMAL
2026-09-09 08:05:00+09:00,106.1,GOOD,79.9,13.5,6.6,NORMAL
2026-09-09 08:10:00+09:00,105.8,FAIR,57.0,32.1,10.9,NORMAL
2026-09-09 08:15:00+09:00,116.5,GOOD,88.2,9.1,2.7,NORMAL
2026-09-09 08:20:00+09:00,107.4,POOR,36.5,32.4,31.1,NORMAL
2026-09-09 08:25:00+09:00,110.5,GOOD,83.7,8.5,7.8,NORMAL
2026-09-09 08:30:00+09:00,101.1,GOOD,89.3,7.7,3.0,NORMAL
2026-09-09 08:35:00+09:00,106.8,POOR,38.5,24.9,36.6,NORMAL
2026-09-09 08:40:00+09:00,112.3,GOOD,78.7,16.0,5.3,NORMAL
2026-09-09 08:45:00+09:00,101.7,GOOD,90.1,7.0,2.9,NORMAL
2026-09-09 08:50:00+09:00,99.0,GOOD,89.9,7.6,2.5,NORMAL
2026-09-09 08:55:00+09:00,94.5,FAIR,57.9,25.4,16.7,NORMAL
2026-09-09 09:00:00+09:00,92.4,GOOD,86.8,7.3,5.9,NORMAL
2026-09-09 09:05:00+09:00,98.7,GOOD,89.8,7.7,2.5,NORMAL
2026-09-09 09:10:00+09:00,104.4,FAIR,61.0,33.5,5.5,NORMAL
2026-09-09 09:15:00+09:00,102.6,GOOD,82.5,15.1,2.4,NORMAL
2026-09-09 09:20:00+09:00,98.0,GOOD,77.2,19.5,3.3,NORMAL
2026-09-09 09:25:00+09:00,101.6,GOOD,72.1,9.7,18.2,NORMAL
2026-09-09 09:30:00+09:00,88.9,FAIR,48.9,30.5,20.6,NORMAL
2026-09-09 09:35:00+09:00,99.9,POOR,25.2,21.9,52.9,NORMAL
2026-09-09 09:40:00+09:00,102.7,GOOD,75.4,21.7,2.9,NORMAL
2026-09-09 09:45:00+09:00,109.3,GOOD,76.6,13.4,10.0,NORMAL
2026-09-09 09:50:00+09:00,99.3,GOOD,87.5,8.9,3.6,NORMAL
2026-09-09 09:55:00+09:00,103.1,FAIR,62.4,25.7,11.9,NORMAL
2026-09-09 10:00:00+09:00,104.8,GOOD,79.1,15.7,5.2,NORMAL
2026-09-09 10:05:00+09:00,94.6,GOOD,88.4,8.4,3.2,NORMAL
2026-09-09 10:10:00+09:00,97.6,GOOD,89.1,7.4,3.5,NORMAL
2026-09-09 10:15:00+09:00,98.4,GOOD,84.7,8.3,7.0,NORMAL
2026-09-09 10:20:00+09:00,100.0,FAIR,44.4,26.0,29.6,NORMAL
2026-09-09 10:25:00+09:00,91.5,FAIR,46.4,26.9,26.7,NORMAL
2026-09-09 10:30:00+09:00,95.3,GOOD,84.3,10.7,5.0,NORMAL
2026-09-09 10:35:00+09:00,107.4,POOR,21.8,21.0,57.2,NORMAL
2026-09-09 10:40:00+09:00,110.4,GOOD,86.0,11.9,2.1,NORMAL
2026-09-09 10:45:00+09:00,102.2,GOOD,88.6,9.3,2.1,NORMAL
2026-09-09 10:50:00+09:00,102.5,GOOD,88.5,7.6,3.9,NORMAL
2026-09-09 10:55:00+09:00,98.3,GOOD,88.3,8.5,3.2,NORMAL
2026-09-09 11:00:00+09:00,90.6,FAIR,54.6,27.8,17.6,NORMAL
2026-09-09 11:05:00+09:00,108.9,GOOD,83.9,11.6,4.5,NORMAL
2026-09-09 11:10:00+09:00,100.5,GOOD,79.7,10.5,9.8,NORMAL
2026-09-09 11:15:00+09:00,91.6,GOOD,82.0,14.6,3.4,NORMAL
2026-09-09 11:20:00+09:00,94.3,FAIR,48.1,29.5,22.4,NORMAL
2026-09-09 11:25:00+09:00,102.6,GOOD,80.8,11.5,7.7,NORMAL
2026-09-09 11:30:00+09:00,90.2,GOOD,89.5,7.9,2.6,NORMAL
2026-09-09 11:35:00+09:00,110.4,GOOD,82.6,7.9,9.5,NORMAL
2026-09-09 11:40:00+09:00,119.0,GOOD,75.6,11.0,13.4,HIGH
2026-09-09 11:45:00+09:00,110.5,GOOD,85.5,7.5,7.0,NORMAL
2026-09-09 11:50:00+09:00,101.0,GOOD,77.6,13.3,9.1,NORMAL
2026-09-09 11:55:00+09:00,100.3,GOOD,72.0,7.2,20.8,NORMAL
2026-09-09 12:00:00+09:00,94.7,FAIR,45.5,43.0,11.5,NORMAL
2026-09-09 12:05:00+09:00,88.9,FAIR,50.9,29.2,19.9,NORMAL
2026-09-09 12:10:00+09:00,94.4,GOOD,76.1,16.1,7.8,NORMAL
2026-09-09 12:15:00+09:00,109.7,FAIR,42.9,28.6,28.5,NORMAL
2026-09-09 12:20:00+09:00,91.7,FAIR,61.0,25.7,13.3,NORMAL
2026-09-09 12:25:00+09:00,105.3,GOOD,74.3,17.2,8.5,NORMAL
2026-09-09 12:30:00+09:00,93.7,GOOD,78.0,12.7,9.3,NORMAL
2026-09-09 12:35:00+09:00,97.0,GOOD,77.2,18.5,4.3,NORMAL
2026-09-09 12:40:00+09:00,94.9,GOOD,84.4,12.8,2.8,NORMAL
2026-09-09 12:45:00+09:00,114.1,GOOD,80.5,10.5,9.0,NORMAL
2026-09-09 12:50:00+09:00,103.9,FAIR,46.6,36.4,17.0,NORMAL
2026-09-09 12:55:00+09:00,98.9,GOOD,77.0,9.8,13.2,NORMAL
2026-09-09 13:00:00+09:00,94.0,GOOD,72.5,21.4,6.1,NORMAL
2026-09-09 13:05:00+09:00,106.7,GOOD,79.2,14.6,6.2,NORMAL
2026-09-09 13:10:00+09:00,101.3,GOOD,75.6,21.4,3.0,NORMAL
2026-09-09 13:15:00+09:00,104.3,GOOD,82.7,9.1,8.2,NORMAL
2026-09-09 13:20:00+09:00,98.3,POOR,28.9,28.6,42.5,NORMAL
2026-09-09 13:25:00+09:00,90.8,GOOD,81.6,8.1,10.3,NORMAL
2026-09-09 13:30:00+09:00,100.9,FAIR,46.5,35.3,18.2,NORMAL
2026-09-09 13:35:00+09:00,100.4,GOOD,78.1,11.7,10.2,NORMAL
2026-09-09 13:40:00+09:00,107.6,GOOD,90.8,7.1,2.1,NORMAL
2026-09-09 13:45:00+09:00,91.8,GOOD,89.7,7.1,3.2,NORMAL
2026-09-09 13:50:00+09:00,99.7,GOOD,82.3,11.8,5.9,NORMAL
2026-09-09 13:55:00+09:00,89.0,GOOD,80.7,9.2,10.1,NORMAL
2026-09-09 14:00:00+09:00,90.8,GOOD,78.3,12.9,8.8,NORMAL
2026-09-09 14:05:00+09:00,112.2,GOOD,76.1,8.3,15.6,NORMAL
2026-09-09 14:10:00+09:00,87.8,GOOD,82.1,9.5,8.4,NORMAL
2026-09-09 14:15:00+09:00,94.9,POOR,21.3,28.0,50.7,NORMAL
2026-09-09 14:20:00+09:00,102.5,POOR,32.3,21.9,45.8,NORMAL
2026-09-09 14:25:00+09:00,98.8,GOOD,79.9,16.4,3.7,NORMAL
2026-09-09 14:30:00+09:00,89.7,GOOD,73.1,11.1,15.8,NORMAL
2026-09-09 14:35:00+09:00,82.6,GOOD,75.5,12.6,11.9,NORMAL
2026-09-09 14:40:00+09:00,107.1,FAIR,42.2,31.2,26.6,NORMAL
2026-09-09 14:45:00+09:00,101.3,GOOD,81.5,10.8,7.7,NORMAL
2026-09-09 14:50:00+09:00,107.8,GOOD,88.1,7.0,4.9,NORMAL
2026-09-09 14:55:00+09:00,92.9,GOOD,85.8,9.3,4.9,NORMAL
2026-09-09 15:00:00+09:00,105.6,GOOD,85.8,10.5,3.7,NORMAL
2026-09-09 15:05:00+09:00,104.1,GOOD,79.9,13.3,6.8,NORMAL
2026-09-09 15:10:00+09:00,103.3,GOOD,88.8,8.9,2.3,NORMAL
2026-09-09 15:15:00+09:00,91.3,GOOD,90.8,7.2,2.0,NORMAL
2026-09-09 15:20:00+09:00,111.0,GOOD,87.0,9.8,3.2,NORMAL
2026-09-09 15:25:00+09:00,105.1,FAIR,53.9,36.5,9.6,NORMAL
2026-09-09 15:30:00+09:00,105.2,GOOD,81.0,15.1,3.9,NORMAL
2026-09-09 15:35:00+09:00,89.5,FAIR,58.1,34.8,7.1,NORMAL
2026-09-09 15:40:00+09:00,99.5,GOOD,74.7,8.5,16.8,NORMAL
2026-09-09 15:45:00+09:00,108.7,GOOD,81.5,16.0,2.5,NORMAL
2026-09-09 15:50:00+09:00,98.3,FAIR,50.9,31.5,17.6,NORMAL
2026-09-09 15:55:00+09:00,109.5,GOOD,81.9,7.3,10.8,NORMAL
2026-09-09 16:00:00+09:00,100.5,FAIR,58.5,27.4,14.1,NORMAL
2026-09-09 16:05:00+09:00,103.9,GOOD,79.0,18.2,2.8,NORMAL
2026-09-09 16:10:00+09:00,105.8,GOOD,86.0,10.0,4.0,NORMAL
2026-09-09 16:15:00+09:00,103.2,GOOD,85.2,9.8,5.0,NORMAL
2026-09-09 16:20:00+09:00,103.9,GOOD,73.9,13.5,12.6,NORMAL
2026-09-09 16:25:00+09:00,94.9,GOOD,84.1,9.4,6.5,NORMAL
2026-09-09 16:30:00+09:00,100.3,GOOD,82.5,9.4,8.1,NORMAL
2026-09-09 16:35:00+09:00,120.7,GOOD,81.7,8.8,9.5,HIGH
2026-09-09 16:40:00+09:00,95.1,GOOD,80.0,17.6,2.4,NORMAL
2026-09-09 16:45:00+09:00,106.5,GOOD,85.6,10.6,3.8,NORMAL
2026-09-09 16:50:00+09:00,119.9,GOOD,85.0,9.7,5.3,HIGH
2026-09-09 16:55:00+09:00,96.1,GOOD,87.4,9.6,3.0,NORMAL
2026-09-09 17:00:00+09:00,109.3,GOOD,89.4,7.9,2.7,NORMAL
2026-09-09 17:05:00+09:00,103.3,GOOD,82.3,12.3,5.4,NORMAL
2026-09-09 17:10:00+09:00,106.2,GOOD,90.0,7.7,2.3,NORMAL
2026-09-09 17:15:00+09:00,108.3,GOOD,75.4,17.6,7.0,NORMAL
2026-09-09 17:20:00+09:00,120.8,GOOD,86.9,11.0,2.1,HIGH
2026-09-09 17:25:00+09:00,114.7,FAIR,45.3,27.3,27.4,NORMAL
2026-09-09 17:30:00+09:00,109.7,GOOD,87.1,10.7,2.2,NORMAL
2026-09-09 17:35:00+09:00,131.6,FAIR,57.6,36.5,5.9,HIGH
2026-09-09 17:40:00+09:00,117.9,FAIR,44.7,38.1,17.2,NORMAL
2026-09-09 17:45:00+09:00,133.4,POOR,38.2,36.2,25.6,HIGH
2026-09-09 17:50:00+09:00,125.9,GOOD,77.6,7.7,14.7,HIGH
2026-09-09 17:55:00+09:00,119.0,GOOD,77.1,12.7,10.2,HIGH
2026-09-09 18:00:00+09:00,128.7,GOOD,77.3,11.3,11.4,HIGH
2026-09-09 18:05:00+09:00,124.5,GOOD,75.5,20.9,3.6,HIGH
2026-09-09 18:10:00+09:00,126.5,FAIR,57.7,39.8,2.5,HIGH
2026-09-09 18:15:00+09:00,115.2,GOOD,76.0,21.0,3.0,NORMAL
2026-09-09 18:20:00+09:00,125.1,GOOD,79.3,8.6,12.1,HIGH
2026-09-09 18:25:00+09:00,117.6,GOOD,72.2,20.8,7.0,NORMAL
2026-09-09 18:30:00+09:00,121.2,FAIR,55.0,34.8,10.2,HIGH
2026-09-09 18:35:00+09:00,115.0,POOR,31.2,35.7,33.1,NORMAL
2026-09-09 18:40:00+09:00,121.7,POOR,23.7,28.5,47.8,HIGH
2026-09-09 18:45:00+09:00,115.0,GOOD,89.9,7.6,2.5,NORMAL
2026-09-09 18:50:00+09:00,118.0,FAIR,55.3,25.2,19.5,NORMAL
2026-09-09 18:55:00+09:00,116.9,FAIR,56.1,35.1,8.8,NORMAL
2026-09-09 19:00:00+09:00,112.9,GOOD,90.9,7.0,2.1,NORMAL
2026-09-09 19:05:00+09:00,111.3,GOOD,76.9,19.3,3.8,NORMAL
2026-09-09 19:10:00+09:00,111.9,GOOD,76.7,17.9,5.4,NORMAL
2026-09-09 19:15:00+09:00,106.0,FAIR,45.2,30.2,24.6,NORMAL
2026-09-09 19:20:00+09:00,121.0,GOOD,76.7,17.3,6.0,HIGH
2026-09-09 19:25:00+09:00,105.3,GOOD,84.7,12.5,2.8,NORMAL
2026-09-09 19:30:00+09:00,107.5,FAIR,62.1,29.4,8.5,NORMAL
2026-09-09 19:35:00+09:00,117.6,GOOD,89.9,7.3,2.8,NORMAL
2026-09-09 19:40:00+09:00,105.1,GOOD,79.5,9.0,11.5,NORMAL
2026-09-09 19:45:00+09:00,112.3,FAIR,55.4,35.8,8.8,NORMAL
2026-09-09 19:50:00+09:00,110.8,GOOD,89.2,7.4,3.4,NORMAL
2026-09-09 19:55:00+09:00,108.7,GOOD,81.8,13.7,4.5,NORMAL
2026-09-09 20:00:00+09:00,108.1,FAIR,45.7,41.1,13.2,NORMAL
2026-09-09 20:05:00+09:00,107.0,GOOD,83.1,12.2,4.7,NORMAL
2026-09-09 20:10:00+09:00,118.4,FAIR,45.5,25.4,29.1,HIGH
2026-09-09 20:15:00+09:00,102.8,GOOD,88.0,9.7,2.3,NORMAL
2026-09-09 20:20:00+09:00,110.7,GOOD,89.0,7.2,3.8,NORMAL
2026-09-09 20:25:00+09:00,118.2,GOOD,74.6,17.7,7.7,HIGH
2026-09-09 20:30:00+09:00,116.8,GOOD,76.3,16.6,7.1,NORMAL
2026-09-09 20:35:00+09:00,108.8,GOOD,79.8,17.1,3.1,NORMAL
2026-09-09 20:40:00+09:00,110.1,GOOD,90.2,7.6,2.2,NORMAL
2026-09-09 20:45:00+09:00,109.3,GOOD,80.3,15.7,4.0,NORMAL
2026-09-09 20:50:00+09:00,103.7,POOR,21.5,26.6,51.9,NORMAL
2026-09-09 20:55:00+09:00,107.9,FAIR,50.8,34.3,14.9,NORMAL
2026-09-09 21:00:00+09:00,103.3,GOOD,88.7,7.2,4.1,NORMAL
2026-09-09 21:05:00+09:00,110.8,GOOD,78.2,7.3,14.5,NORMAL
2026-09-09 21:10:00+09:00,96.4,GOOD,82.7,14.0,3.3,NORMAL
2026-09-09 21:15:00+09:00,114.6,GOOD,89.2,7.3,3.5,NORMAL
2026-09-09 21:20:00+09:00,96.8,POOR,34.0,33.4,32.6,NORMAL
2026-09-09 21:25:00+09:00,98.1,FAIR,56.5,36.5,7.0,NORMAL
2026-09-09 21:30:00+09:00,99.3,GOOD,77.8,15.4,6.8,NORMAL
2026-09-09 21:35:00+09:00,98.4,GOOD,83.3,14.3,2.4,NORMAL
2026-09-09 21:40:00+09:00,97.7,GOOD,86.3,9.1,4.6,NORMAL
2026-09-09 21:45:00+09:00,94.7,FAIR,55.2,30.8,14.0,NORMAL
2026-09-09 21:50:00+09:00,109.1,GOOD,89.5,7.3,3.2,NORMAL
2026-09-09 21:55:00+09:00,97.9,GOOD,73.9,19.3,6.8,NORMAL
2026-09-09 22:00:00+09:00,103.0,GOOD,87.6,8.2,4.2,NORMAL
2026-09-09 22:05:00+09:00,98.3,GOOD,75.7,18.8,5.5,NORMAL
2026-09-09 22:10:00+09:00,98.2,FAIR,62.3,34.7,3.0,NORMAL
2026-09-09 22:15:00+09:00,102.1,GOOD,83.4,7.7,8.9,NORMAL
2026-09-09 22:20:00+09:00,97.0,GOOD,81.1,15.2,3.7,NORMAL
2026-09-09 22:25:00+09:00,106.0,GOOD,91.0,7.0,2.0,NORMAL
2026-09-09 22:30:00+09:00,99.9,GOOD,85.7,11.7,2.6,NORMAL
2026-09-09 22:35:00+09:00,105.3,GOOD,82.7,14.5,2.8,NORMAL
2026-09-09 22:40:00+09:00,93.4,POOR,22.0,25.8,52.2,NORMAL
2026-09-09 22:45:00+09:00,93.5,GOOD,73.3,17.6,9.1,NORMAL
2026-09-09 22:50:00+09:00,86.2,FAIR,52.1,33.2,14.7,NORMAL
2026-09-09 22:55:00+09:00,91.8,GOOD,82.3,9.3,8.4,NORMAL
2026-09-09 23:00:00+09:00,98.8,FAIR,55.6,26.7,17.7,NORMAL
2026-09-09 23:05:00+09:00,92.0,GOOD,85.3,11.6,3.1,NORMAL
2026-09-09 23:10:00+09:00,76.6,GOOD,84.9,7.3,7.8,LOW
2026-09-09 23:15:00+09:00,92.1,GOOD,90.8,7.2,2.0,NORMAL
2026-09-09 23:20:00+09:00,85.9,GOOD,78.9,18.6,2.5,NORMAL
2026-09-09 23:25:00+09:00,72.6,GOOD,76.8,8.6,14.6,LOW
2026-09-09 23:30:00+09:00,89.4,FAIR,47.7,36.2,16.1,NORMAL
2026-09-09 23:35:00+09:00,91.5,GOOD,83.5,11.3,5.2,NORMAL
