timestamp,day_since_first,fish_id,activity_level_px_s,dominant_zone,behavior_status,is_anomaly,life_status,data_source,note,quality_good_pct,quality_fair_pct,quality_poor_pct
2026-09-09 03:45:00+0900,0,2,58.3,BOT,LOW,true,ALIVE,measured,,75.8,7.9,16.3
2026-09-09 03:50:00+0900,0,1,67.8,BOT,LOW,true,ALIVE,measured,,60.8,34.5,4.7
2026-09-09 03:55:00+0900,0,2,69.3,BOT,LOW,true,ALIVE,measured,,85.2,9.1,5.7
2026-09-09 04:00:00+0900,0,1,66.2,BOT,LOW,true,ALIVE,measured,,82.0,13.2,4.8
2026-09-09 04:05:00+0900,0,2,84.7,BOT,NORMAL,false,ALIVE,measured,,90.0,7.1,2.9
2026-09-09 04:10:00+0900,0,1,61.5,BOT,LOW,true,ALIVE,measured,,81.5,10.0,8.5
2026-09-09 04:15:00+0900,0,2,58.6,BOT,LOW,true,ALIVE,measured,,82.8,14.3,2.9
2026-09-09 04:20:00+0900,0,1,59.3,BOT,LOW,true,ALIVE,measured,,82.4,12.8,4.8
2026-09-09 04:25:00+0900,0,2,61.3,BOT,LOW,true,ALIVE,measured,,74.7,10.2,15.1
2026-09-09 04:30:00+0900,0,1,60.1,BOT,LOW,true,ALIVE,measured,,80.4,11.9,7.7
2026-09-09 04:35:00+0900,0,2,60.6,BOT,LOW,true,ALIVE,measured,,88.6,8.1,3.3
2026-09-09 04:40:00+0900,0,1,63.5,BOT,LOW,true,ALIVE,measured,,85.2,7.3,7.5
2026-09-09 04:45:00+0900,0,2,75.1,BOT,LOW,true,ALIVE,measured,,83.8,11.2,5.0
2026-09-09 04:50:00+0900,0,1,71.1,BOT,LOW,true,ALIVE,measured,,88.5,8.3,3.2
2026-09-09 04:55:00+0900,0,2,68.9,BOT,LOW,true,ALIVE,measured,,73.5,8.9,17.6
2026-09-09 05:00:00+0900,0,1,76.0,BOT,LOW,true,ALIVE,measured,,72.7,10.7,16.6
2026-09-09 05:05:00+0900,0,2,70.8,BOT,LOW,true,ALIVE,measured,,89.6,7.1,3.3
2026-09-09 05:10:00+0900,0,1,73.1,BOT,LOW,true,ALIVE,measured,,87.5,9.1,3.4
2026-09-09 05:15:00+0900,0,2,61.2,BOT,LOW,true,ALIVE,measured,,77.6,13.8,8.6
2026-09-09 05:20:00+0900,0,1,66.9,BOT,LOW,true,ALIVE,measured,,24.3,34.2,41.5
2026-09-09 05:25:00+0900,0,2,67.3,BOT,LOW,true,ALIVE,measured,,54.3,30.0,15.7
2026-09-09 05:30:00+0900,0,1,66.2,BOT,LOW,true,ALIVE,measured,,59.7,28.7,11.6
2026-09-09 05:35:00+0900,0,2,89.7,MID,NORMAL,false,ALIVE,measured,,45.7,27.4,26.9
2026-09-09 05:40:00+0900,0,1,81.3,BOT,NORMAL,false,ALIVE,measured,,57.5,36.7,5.8
2026-09-09 05:45:00+0900,0,2,84.2,BOT,NORMAL,false,ALIVE,measured,,79.8,8.6,11.6
2026-09-09 05:50:00+0900,0,1,94.3,MID,NORMAL,false,ALIVE,measured,,90.1,7.0,2.9
2026-09-09 05:55:00+0900,0,2,77.7,BOT,LOW,true,ALIVE,measured,,72.9,13.2,13.9
2026-09-09 06:00:00+0900,0,1,75.6,BOT,LOW,true,ALIVE,measured,,46.5,37.9,15.6
2026-09-09 06:05:00+0900,0,2,67.5,BOT,LOW,true,ALIVE,measured,,57.0,34.5,8.5
2026-09-09 06:10:00+0900,0,1,84.0,BOT,NORMAL,false,ALIVE,measured,,84.9,7.8,7.3
2026-09-09 06:15:00+0900,0,2,77.5,BOT,LOW,true,ALIVE,measured,,72.5,9.4,18.1
2026-09-09 06:20:00+0900,0,1,78.6,BOT,NORMAL,false,ALIVE,measured,,85.5,9.9,4.6
2026-09-09 06:25:00+0900,0,2,82.0,BOT,NORMAL,false,ALIVE,measured,,82.4,8.9,8.7
2026-09-09 06:30:00+0900,0,1,85.8,MID,NORMAL,false,ALIVE,measured,,87.7,9.4,2.9
2026-09-09 06:35:00+0900,0,2,76.9,BOT,LOW,true,ALIVE,measured,,74.0,12.9,13.1
2026-09-09 06:40:00+0900,0,1,88.9,MID,NORMAL,false,ALIVE,measured,,77.0,12.4,10.6
2026-09-09 06:45:00+0900,0,2,84.0,BOT,NORMAL,false,ALIVE,measured,,77.2,15.4,7.4
2026-09-09 06:50:00+0900,0,1,95.0,MID,NORMAL,false,ALIVE,measured,,86.6,10.4,3.0
2026-09-09 06:55:00+0900,0,2,88.5,MID,NORMAL,false,ALIVE,measured,,86.7,9.4,3.9
2026-09-09 07:00:00+0900,0,1,98.6,MID,NORMAL,true,ALIVE,measured,,23.1,25.2,51.7
2026-09-09 07:05:00+0900,0,2,79.9,BOT,NORMAL,false,ALIVE,measured,,77.7,16.9,5.4
2026-09-09 07:10:00+0900,0,1,91.2,MID,NORMAL,false,ALIVE,measured,,58.9,38.0,3.1
2026-09-09 07:15:00+0900,0,2,86.0,MID,NORMAL,false,ALIVE,measured,,75.1,18.5,6.4
2026-09-09 07:20:00+0900,0,1,83.9,BOT,NORMAL,false,ALIVE,measured,,75.4,18.4,6.2
2026-09-09 07:25:00+0900,0,2,86.4,MID,NORMAL,false,ALIVE,measured,,76.1,10.5,13.4
2026-09-09 07:30:00+0900,0,1,107.1,MID,NORMAL,true,ALIVE,measured,,24.6,32.3,43.1
2026-09-09 07:35:00+0900,0,2,108.2,MID,NORMAL,false,ALIVE,measured,,49.0,25.0,26.0
2026-09-09 07:40:00+0900,0,1,98.5,MID,NORMAL,false,ALIVE,measured,,77.7,16.3,6.0
2026-09-09 07:45:00+0900,0,2,100.2,MID,NORMAL,true,ALIVE,measured,,27.9,23.4,48.7
2026-09-09 07:50:00+0900,0,1,98.8,MID,NORMAL,false,ALIVE,measured,,47.5,41.0,11.5
2026-09-09 07:55:00+0900,0,2,104.0,MID,NORMAL,false,ALIVE,measured,,90.3,7.4,2.3
2026-09-09 08:00:00+0900,0,1,97.1,MID,NORMAL,true,ALIVE,measured,,27.9,37.1,35.0
2026-09-09 08:05:00+0900,0,2,106.1,MID,NORMAL,false,ALIVE,measured,,79.9,13.5,6.6
2026-09-09 08:10:00+0900,0,1,105.8,MID,NORMAL,false,ALIVE,measured,,57.0,32.1,10.9
2026-09-09 08:15:00+0900,0,2,116.5,TOP,NORMAL,false,ALIVE,measured,,88.2,9.1,2.7
2026-09-09 08:20:00+0900,0,1,107.4,MID,NORMAL,true,ALIVE,measured,,36.5,32.4,31.1
2026-09-09 08:25:00+0900,0,2,110.5,MID,NORMAL,false,ALIVE,measured,,83.7,8.5,7.8
2026-09-09 08:30:00+0900,0,1,101.1,MID,NORMAL,false,ALIVE,measured,,89.3,7.7,3.0
2026-09-09 08:35:00+0900,0,2,106.8,MID,NORMAL,true,ALIVE,measured,,38.5,24.9,36.6
2026-09-09 08:40:00+0900,0,1,112.3,MID,NORMAL,false,ALIVE,measured,,78.7,16.0,5.3
2026-09-09 08:45:00+0900,0,2,101.7,MID,NORMAL,false,ALIVE,measured,,90.1,7.0,2.9
2026-09-09 08:50:00+0900,0,1,99.0,MID,NORMAL,false,ALIVE,measured,,89.9,7.6,2.5
2026-09-09 08:55:00+0900,0,2,94.5,MID,NORMAL,false,ALIVE,measured,,57.9,25.4,16.7
2026-09-09 09:00:00+0900,0,1,92.4,MID,NORMAL,false,ALIVE,measured,,86.8,7.3,5.9
2026-09-09 09:05:00+0900,0,2,98.7,MID,NORMAL,false,ALIVE,measured,,89.8,7.7,2.5
2026-09-09 09:10:00+0900,0,1,104.4,MID,NORMAL,false,ALIVE,measured,,61.0,33.5,5.5
2026-09-09 09:15:00+0900,0,2,102.6,MID,NORMAL,false,ALIVE,measured,,82.5,15.1,2.4
2026-09-09 09:20:00+0900,0,1,98.0,MID,NORMAL,false,ALIVE,measured,,77.2,19.5,3.3
2026-09-09 09:25:00+0900,0,2,101.6,MID,NORMAL,false,ALIVE,measured,,72.1,9.7,18.2
2026-09-09 09:30:00+0900,0,1,88.9,MID,NORMAL,false,ALIVE,measured,,48.9,30.5,20.6
2026-09-09 09:35:00+0900,0,2,99.9,MID,NORMAL,true,ALIVE,measured,,25.2,21.9,52.9
2026-09-09 09:40:00+0900,0,1,102.7,MID,NORMAL,false,ALIVE,measured,,75.4,21.7,2.9
2026-09-09 09:45:00+0900,0,2,109.3,MID,NORMAL,false,ALIVE,measured,,76.6,13.4,10.0
2026-09-09 09:50:00+0900,0,1,99.3,MID,NORMAL,false,ALIVE,measured,,87.5,8.9,3.6
2026-09-09 09:55:00+0900,0,2,103.1,MID,NORMAL,false,ALIVE,measured,,62.4,25.7,11.9
2026-09-09 10:00:00+0900,0,1,104.8,MID,NORMAL,false,ALIVE,measured,,79.1,15.7,5.2
2026-09-09 10:05:00+0900,0,2,94.6,MID,NORMAL,false,ALIVE,measured,,88.4,8.4,3.2
2026-09-09 10:10:00+0900,0,1,97.6,MID,NORMAL,false,ALIVE,measured,,89.1,7.4,3.5
2026-09-09 10:15:00+0900,0,2,98.4,MID,NORMAL,false,ALIVE,measured,,84.7,8.3,7.0
2026-09-09 10:20:00+0900,0,1,100.0,MID,NORMAL,false,ALIVE,measured,,44.4,26.0,29.6
2026-09-09 10:25:00+0900,0,2,91.5,MID,NORMAL,false,ALIVE,measured,,46.4,26.9,26.7
2026-09-09 10:30:00+0900,0,1,95.3,MID,NORMAL,false,ALIVE,measured,,84.3,10.7,5.0
2026-09-09 10:35:00+0900,0,2,107.4,MID,NORMAL,true,ALIVE,measured,,21.8,21.0,57.2
2026-09-09 10:40:00+0900,0,1,110.4,MID,NORMAL,false,ALIVE,measured,,86.0,11.9,2.1
2026-09-09 10:45:00+0900,0,2,102.2,MID,NORMAL,false,ALIVE,measured,,88.6,9.3,2.1
2026-09-09 10:50:00+0900,0,1,102.5,MID,NORMAL,false,ALIVE,measured,,88.5,7.6,3.9
2026-09-09 10:55:00+0900,0,2,98.3,MID,NORMAL,false,ALIVE,measured,,88.3,8.5,3.2
2026-09-09 11:00:00+0900,0,1,90.6,MID,NORMAL,false,ALIVE,measured,,54.6,27.8,17.6
2026-09-09 11:05:00+0900,0,2,108.9,MID,NORMAL,false,ALIVE,measured,,83.9,11.6,4.5
2026-09-09 11:10:00+0900,0,1,100.5,MID,NORMAL,false,ALIVE,measured,,79.7,10.5,9.8
2026-09-09 11:15:00+0900,0,2,91.6,MID,NORMAL,false,ALIVE,measured,,82.0,14.6,3.4
2026-09-09 11:20:00+0900,0,1,94.3,MID,NORMAL,false,ALIVE,measured,,48.1,29.5,22.4
2026-09-09 11:25:00+0900,0,2,102.6,MID,NORMAL,false,ALIVE,measured,,80.8,11.5,7.7
2026-09-09 11:30:00+0900,0,1,90.2,MID,NORMAL,false,ALIVE,measured,,89.5,7.9,2.6
2026-09-09 11:35:00+0900,0,2,110.4,MID,NORMAL,false,ALIVE,measured,,82.6,7.9,9.5
2026-09-09 11:40:00+0900,0,1,119.0,TOP,HIGH,true,ALIVE,measured,,75.6,11.0,13.4
2026-09-09 11:45:00+0900,0,2,110.5,MID,NORMAL,false,ALIVE,measured,,85.5,7.5,7.0
2026-09-09 11:50:00+0900,0,1,101.0,MID,NORMAL,false,ALIVE,measured,,77.6,13.3,9.1
2026-09-09 11:55:00+0900,0,2,100.3,MID,NORMAL,false,ALIVE,measured,,72.0,7.2,20.8
2026-09-09 12:00:00+0900,0,1,94.7,MID,NORMAL,false,ALIVE,measured,,45.5,43.0,11.5
2026-09-09 12:05:00+0900,0,2,88.9,MID,NORMAL,false,ALIVE,measured,,50.9,29.2,19.9
2026-09-09 12:10:00+0900,0,1,94.4,MID,NORMAL,false,ALIVE,measured,,76.1,16.1,7.8
2026-09-09 12:15:00+0900,0,2,109.7,MID,NORMAL,false,ALIVE,measured,,42.9,28.6,28.5
2026-09-09 12:20:00+0900,0,1,91.7,MID,NORMAL,false,ALIVE,measured,,61.0,25.7,13.3
2026-09-09 12:25:00+0900,0,2,105.3,MID,NORMAL,false,ALIVE,measured,,74.3,17.2,8.5
2026-09-09 12:30:00+0900,0,1,93.7,MID,NORMAL,false,ALIVE,measured,,78.0,12.7,9.3
2026-09-09 12:35:00+0900,0,2,97.0,MID,NORMAL,false,ALIVE,measured,,77.2,18.5,4.3
2026-09-09 12:40:00+0900,0,1,94.9,MID,NORMAL,false,ALIVE,measured,,84.4,12.8,2.8
2026-09-09 12:45:00+0900,0,2,114.1,MID,NORMAL,false,ALIVE,measured,,80.5,10.5,9.0
2026-09-09 12:50:00+0900,0,1,103.9,MID,NORMAL,false,ALIVE,measured,,46.6,36.4,17.0
2026-09-09 12:55:00+0900,0,2,98.9,MID,NORMAL,false,ALIVE,measured,,77.0,9.8,13.2
2026-09-09 13:00:00+0900,0,1,94.0,MID,NORMAL,false,ALIVE,measured,,72.5,21.4,6.1
2026-09-09 13:05:00+0900,0,2,106.7,MID,NORMAL,false,ALIVE,measured,,79.2,14.6,6.2
2026-09-09 13:10:00+0900,0,1,101.3,MID,NORMAL,false,ALIVE,measured,,75.6,21.4,3.0
2026-09-09 13:15:00+0900,0,2,104.3,MID,NORMAL,false,ALIVE,measured,,82.7,9.1,8.2
2026-09-09 13:20:00+0900,0,1,98.3,MID,NORMAL,true,ALIVE,measured,,28.9,28.6,42.5
2026-09-09 13:25:00+0900,0,2,90.8,MID,NORMAL,false,ALIVE,measured,,81.6,8.1,10.3
2026-09-09 13:30:00+0900,0,1,100.9,MID,NORMAL,false,ALIVE,measured,,46.5,35.3,18.2
2026-09-09 13:35:00+0900,0,2,100.4,MID,NORMAL,false,ALIVE,measured,,78.1,11.7,10.2
2026-09-09 13:40:00+0900,0,1,107.6,MID,NORMAL,false,ALIVE,measured,,90.8,7.1,2.1
2026-09-09 13:45:00+0900,0,2,91.8,MID,NORMAL,false,ALIVE,measured,,89.7,7.1,3.2
2026-09-09 13:50:00+0900,0,1,99.7,MID,NORMAL,false,ALIVE,measured,,82.3,11.8,5.9
2026-09-09 13:55:00+0900,0,2,89.0,MID,NORMAL,false,ALIVE,measured,,80.7,9.2,10.1
2026-09-09 14:00:00+0900,0,1,90.8,MID,NORMAL,false,ALIVE,measured,,78.3,12.9,8.8
2026-09-09 14:05:00+0900,0,2,112.2,MID,NORMAL,false,ALIVE,measured,,76.1,8.3,15.6
2026-09-09 14:10:00+0900,0,1,87.8,MID,NORMAL,false,ALIVE,measured,,82.1,9.5,8.4
2026-09-09 14:15:00+0900,0,2,94.9,MID,NORMAL,true,ALIVE,measured,,21.3,28.0,50.7
2026-09-09 14:20:00+0900,0,1,102.5,MID,NORMAL,true,ALIVE,measured,,32.3,21.9,45.8
2026-09-09 14:25:00+0900,0,2,98.8,MID,NORMAL,false,ALIVE,measured,,79.9,16.4,3.7
2026-09-09 14:30:00+0900,0,1,89.7,MID,NORMAL,false,ALIVE,measured,,73.1,11.1,15.8
2026-09-09 14:35:00+0900,0,2,82.6,BOT,NORMAL,false,ALIVE,measured,,75.5,12.6,11.9
2026-09-09 14:40:00+0900,0,1,107.1,MID,NORMAL,false,ALIVE,measured,,42.2,31.2,26.6
2026-09-09 14:45:00+0900,0,2,101.3,MID,NORMAL,false,ALIVE,measured,,81.5,10.8,7.7
2026-09-09 14:50:00+0900,0,1,107.8,MID,NORMAL,false,ALIVE,measured,,88.1,7.0,4.9
2026-09-09 14:55:00+0900,0,2,92.9,MID,NORMAL,false,ALIVE,measured,,85.8,9.3,4.9
2026-09-09 15:00:00+0900,0,1,105.6,MID,NORMAL,false,ALIVE,measured,,85.8,10.5,3.7
2026-09-09 15:05:00+0900,0,2,104.1,MID,NORMAL,false,ALIVE,measured,,79.9,13.3,6.8
2026-09-09 15:10:00+0900,0,1,103.3,MID,NORMAL,false,ALIVE,measured,,88.8,8.9,2.3
2026-09-09 15:15:00+0900,0,2,91.3,MID,NORMAL,false,ALIVE,measured,,90.8,7.2,2.0
2026-09-09 15:20:00+0900,0,1,111.0,MID,NORMAL,false,ALIVE,measured,,87.0,9.8,3.2
2026-09-09 15:25:00+0900,0,2,105.1,MID,NORMAL,false,ALIVE,measured,,53.9,36.5,9.6
2026-09-09 15:30:00+0900,0,1,105.2,MID,NORMAL,false,ALIVE,measured,,81.0,15.1,3.9
2026-09-09 15:35:00+0900,0,2,89.5,MID,NORMAL,false,ALIVE,measured,,58.1,34.8,7.1
2026-09-09 15:40:00+0900,0,1,99.5,MID,NORMAL,false,ALIVE,measured,,74.7,8.5,16.8
2026-09-09 15:45:00+0900,0,2,108.7,MID,NORMAL,false,ALIVE,measured,,81.5,16.0,2.5
2026-09-09 15:50:00+0900,0,1,98.3,MID,NORMAL,false,ALIVE,measured,,50.9,31.5,17.6
2026-09-09 15:55:00+0900,0,2,109.5,MID,NORMAL,false,ALIVE,measured,,81.9,7.3,10.8
2026-09-09 16:00:00+0900,0,1,100.5,MID,NORMAL,false,ALIVE,measured,,58.5,27.4,14.1
2026-09-09 16:05:00+0900,0,2,103.9,MID,NORMAL,false,ALIVE,measured,,79.0,18.2,2.8
2026-09-09 16:10:00+0900,0,1,105.8,MID,NORMAL,false,ALIVE,measured,,86.0,10.0,4.0
2026-09-09 16:15:00+0900,0,2,103.2,MID,NORMAL,false,ALIVE,measured,,85.2,9.8,5.0
2026-09-09 16:20:00+0900,0,1,103.9,MID,NORMAL,false,ALIVE,measured,,73.9,13.5,12.6
2026-09-09 16:25:00+0900,0,2,94.9,MID,NORMAL,false,ALIVE,measured,,84.1,9.4,6.5
2026-09-09 16:30:00+0900,0,1,100.3,MID,NORMAL,false,ALIVE,measured,,82.5,9.4,8.1
2026-09-09 16:35:00+0900,0,2,120.7,TOP,HIGH,true,ALIVE,measured,,81.7,8.8,9.5
2026-09-09 16:40:00+0900,0,1,95.1,MID,NORMAL,false,ALIVE,measured,,80.0,17.6,2.4
2026-09-09 16:45:00+0900,0,2,106.5,MID,NORMAL,false,ALIVE,measured,,85.6,10.6,3.8
2026-09-09 16:50:00+0900,0,1,119.9,TOP,HIGH,true,ALIVE,measured,,85.0,9.7,5.3
2026-09-09 16:55:00+0900,0,2,96.1,MID,NORMAL,false,ALIVE,measured,,87.4,9.6,3.0
2026-09-09 17:00:00+0900,0,1,109.3,MID,NORMAL,false,ALIVE,measured,,89.4,7.9,2.7
2026-09-09 17:05:00+0900,0,2,103.3,MID,NORMAL,false,ALIVE,measured,,82.3,12.3,5.4
2026-09-09 17:10:00+0900,0,1,106.2,MID,NORMAL,false,ALIVE,measured,,90.0,7.7,2.3
